subclass,modality,sexrep,ncell,nreads,ratio
131 LHA-AHN-PVH Otp Trh Glut,H3K27ac,MaleB,144,343551,2385.7708
085 SI-MPO-LPO Lhx8 Gaba,H3K27ac,FemaleA,144,474846,3297.5417
128 VMH Fezf1 Glut,H3K4me1,MaleA,144,1002747,6963.521
100 AHN Onecut3 Gaba,H3K27me3,FemaleA,144,593994,4124.9585
119 SI-MA-LPO-LHA Skor1 Glut,H3K27ac,MaleB,144,403790,2804.0972
085 SI-MPO-LPO Lhx8 Gaba,H3K9me3,FemaleA,145,611010,4213.8623
196 PAG-PPN Pax5 Sox21 Gaba,H3K27ac,MaleB,145,881614,6080.0967
076 MEA-BST Lhx6 Nfib Gaba,H3K4me1,MaleA,145,763730,5267.1035
216 MB-MY Tph2 Glut-Sero,H3K27me3,MaleB,145,433466,2989.4207
085 SI-MPO-LPO Lhx8 Gaba,H3K4me1,FemaleB,145,754339,5202.338
116 AVPV-MEPO-SFO Tbr1 Glut,H3K27me3,FemaleA,146,692572,4743.644
180 SCiw Pitx2 Glut,H3K27ac,FemaleB,146,347154,2377.767
006 L4/5 IT CTX Glut,H3K27ac,FemaleB,147,1223396,8322.422
081 ACB-BST-FS D1 Gaba,H3K27ac,FemaleA,148,716155,4838.8853
085 SI-MPO-LPO Lhx8 Gaba,H3K9me3,FemaleB,149,772539,5184.8257
055 STR Lhx8 Gaba,H3K4me1,MaleA,149,905853,6079.5503
085 SI-MPO-LPO Lhx8 Gaba,H3K9me3,MaleA,150,1078090,7187.2666
036 HPF CR Glut,H3K9me3,FemaleB,150,525503,3503.3533
196 PAG-PPN Pax5 Sox21 Gaba,H3K4me1,MaleA,151,1401028,9278.331
119 SI-MA-LPO-LHA Skor1 Glut,H3K4me1,MaleA,151,921166,6100.437
002 IT EP-CLA Glut,H3K27ac,MaleA,151,555823,3680.947
097 PVHd-SBPV Six3 Prox1 Gaba,H3K27me3,MaleB,151,584312,3869.616
100 AHN Onecut3 Gaba,H3K4me1,MaleA,151,689313,4564.987
203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,H3K4me1,MaleB,152,735553,4839.1646
093 RT-ZI Gnb3 Gaba,H3K27ac,FemaleA,152,455452,2996.3948
032 L5 NP CTX Glut,H3K27me3,FemaleB,152,1592252,10475.342
082 CEA-BST Ebf1 Pdyn Gaba,H3K27ac,MaleB,152,392478,2582.092
203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,H3K9me3,MaleB,153,652923,4267.4707
127 DMH-LHA Vgll2 Glut,H3K27ac,MaleA,153,366926,2398.2092
056 Sst Chodl Gaba,H3K27ac,MaleB,153,448254,2929.7646
048 RHP-COA Ndnf Gaba,H3K27me3,FemaleB,153,514408,3362.1438
103 PVHd-DMH Lhx6 Gaba,H3K4me1,MaleA,154,782874,5083.597
060 OT D3 Folh1 Gaba,H3K4me1,FemaleB,154,644979,4188.1753
034 NP PPP Glut,H3K4me1,FemaleA,154,480319,3118.9546
087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,H3K4me1,MaleA,156,991911,6358.404
097 PVHd-SBPV Six3 Prox1 Gaba,H3K4me1,MaleA,156,647502,4150.654
031 CT SUB Glut,H3K4me1,MaleB,157,1305304,8314.038
082 CEA-BST Ebf1 Pdyn Gaba,H3K4me1,MaleA,157,1038142,6612.3696
128 VMH Fezf1 Glut,H3K27me3,MaleA,157,725191,4619.051
127 DMH-LHA Vgll2 Glut,H3K4me1,FemaleB,157,839147,5344.8853
026 NLOT Rho Glut,H3K27me3,MaleA,157,1389004,8847.159
002 IT EP-CLA Glut,H3K27me3,MaleB,157,709243,4517.471
085 SI-MPO-LPO Lhx8 Gaba,H3K27me3,MaleB,157,761261,4848.7964
152 RE-Xi Nox4 Glut,H3K27ac,FemaleA,158,1175641,7440.7656
106 PVpo-VMPO-MPN Hmx2 Gaba,H3K9me3,MaleA,158,1365070,8639.684
094 SCH Six6 Cdc14a Gaba,H3K4me1,MaleA,158,694721,4396.9683
107 DMH Hmx2 Gaba,H3K27ac,FemaleB,159,562969,3540.6855
051 Pvalb chandelier Gaba,H3K9me3,FemaleB,159,1049155,6598.459
127 DMH-LHA Vgll2 Glut,H3K9me3,FemaleB,160,688295,4301.8438
134 PH-ant-LHA Otp Bsx Glut,H3K4me1,FemaleB,160,862023,5387.6436
022 L5 ET CTX Glut,H3K4me1,MaleA,160,696005,4350.0312
085 SI-MPO-LPO Lhx8 Gaba,H3K27me3,FemaleA,161,650473,4040.205
039 OB Meis2 Thsd7b Gaba,H3K27me3,FemaleB,162,812213,5013.6606
055 STR Lhx8 Gaba,H3K27me3,MaleB,163,712460,4370.9204
131 LHA-AHN-PVH Otp Trh Glut,H3K9me3,FemaleA,163,460703,2826.3987
089 PVR Six3 Sox3 Gaba,H3K27ac,FemaleA,163,1130179,6933.6133
120 MEA Otp Foxp2 Glut,H3K4me1,MaleA,163,1592628,9770.724
077 CEA-BST Gal Avp Gaba,H3K9me3,MaleA,163,1107203,6792.6562
060 OT D3 Folh1 Gaba,H3K27me3,FemaleB,163,930278,5707.227
079 CEA-BST Six3 Cyp26b1 Gaba,H3K27ac,MaleB,164,365014,2225.695
051 Pvalb chandelier Gaba,H3K9me3,MaleA,164,1045574,6375.451
200 PAG-ND-PCG Onecut1 Gaba,H3K4me1,FemaleB,164,657845,4011.25
215 SNc-VTA-RAmb Foxa1 Dopa,H3K27ac,FemaleB,164,757898,4621.329
127 DMH-LHA Vgll2 Glut,H3K27me3,FemaleA,164,815235,4970.9453
089 PVR Six3 Sox3 Gaba,H3K9me3,MaleB,164,951629,5802.6157
114 COAa-PAA-MEA Barhl2 Glut,H3K4me1,MaleA,164,1129227,6885.5303
123 DMH Nkx2-4 Glut,H3K9me3,MaleB,164,788251,4806.4087
025 CA2-FC-IG Glut,H3K27ac,FemaleB,164,451627,2753.8232
090 BST-MPN Six3 Nrgn Gaba,H3K27me3,MaleB,165,717684,4349.6
100 AHN Onecut3 Gaba,H3K27me3,MaleB,165,756811,4586.7334
086 MPO-ADP Lhx8 Gaba,H3K27ac,MaleB,165,433013,2624.3213
066 NDB-SI-ant Prdm12 Gaba,H3K9me3,MaleB,166,584522,3521.2168
093 RT-ZI Gnb3 Gaba,H3K4me1,FemaleA,166,461615,2780.8132
009 L2/3 IT PIR-ENTl Glut,H3K27ac,FemaleB,166,644994,3885.506
116 AVPV-MEPO-SFO Tbr1 Glut,H3K4me1,FemaleB,166,904616,5449.494
051 Pvalb chandelier Gaba,H3K4me1,MaleA,167,922181,5522.042
057 NDB-SI-MA-STRv Lhx8 Gaba,H3K4me1,MaleA,167,1233357,7385.371
131 LHA-AHN-PVH Otp Trh Glut,H3K27ac,FemaleA,167,825444,4942.7783
123 DMH Nkx2-4 Glut,H3K4me1,FemaleA,169,266677,1577.9705
195 SNr-VTA Pax5 Npas1 Gaba,H3K27ac,FemaleB,169,531311,3143.852
125 DMH Hmx2 Glut,H3K4me1,FemaleA,170,331392,1949.3647
086 MPO-ADP Lhx8 Gaba,H3K27ac,FemaleB,171,774972,4532.0
074 MEA-BST Lhx6 Sp9 Gaba,H3K4me1,MaleA,171,1119994,6549.6724
087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,H3K27me3,MaleA,172,857723,4986.7617
122 LHA-MEA Otp Glut,H3K27ac,FemaleA,172,318698,1852.8954
125 DMH Hmx2 Glut,H3K27me3,MaleA,172,812056,4721.256
196 PAG-PPN Pax5 Sox21 Gaba,H3K4me1,MaleB,173,1367655,7905.52
060 OT D3 Folh1 Gaba,H3K9me3,FemaleB,173,1003932,5803.075
012 MEA Slc17a7 Glut,H3K27ac,MaleA,173,483590,2795.3179
036 HPF CR Glut,H3K9me3,FemaleA,173,427117,2468.8843
089 PVR Six3 Sox3 Gaba,H3K4me1,FemaleB,174,914701,5256.9023
060 OT D3 Folh1 Gaba,H3K27ac,MaleA,174,425279,2444.132
098 AHN-SBPV-PVHd Pdrm12 Gaba,H3K9me3,MaleA,174,1574371,9048.109
056 Sst Chodl Gaba,H3K27me3,FemaleB,174,821381,4720.5806
074 MEA-BST Lhx6 Sp9 Gaba,H3K9me3,FemaleB,175,954030,5451.6
100 AHN Onecut3 Gaba,H3K27ac,MaleA,175,372308,2127.4744
031 CT SUB Glut,H3K27ac,MaleB,175,392162,2240.9258
117 LHA Barhl2 Glut,H3K9me3,FemaleB,175,774115,4423.514
102 DMH-LHA Gsx1 Gaba,H3K27me3,FemaleA,175,646734,3695.6228
015 ENTmv-PA-COAp Glut,H3K4me1,MaleA,176,989663,5623.0854
119 SI-MA-LPO-LHA Skor1 Glut,H3K4me1,FemaleB,176,982788,5584.023
057 NDB-SI-MA-STRv Lhx8 Gaba,H3K9me3,FemaleB,177,1062775,6004.3784
106 PVpo-VMPO-MPN Hmx2 Gaba,H3K27ac,FemaleB,177,459637,2596.819
102 DMH-LHA Gsx1 Gaba,H3K4me1,FemaleB,177,949332,5363.4575
093 RT-ZI Gnb3 Gaba,H3K27me3,MaleB,178,682765,3835.7585
129 VMH Nr5a1 Glut,H3K27ac,FemaleB,178,477564,2682.9438
200 PAG-ND-PCG Onecut1 Gaba,H3K9me3,FemaleB,179,1587348,8867.866
007 L2/3 IT CTX Glut,H3K27ac,FemaleB,179,1379230,7705.1953
074 MEA-BST Lhx6 Sp9 Gaba,H3K27ac,MaleA,179,505055,2821.5364
216 MB-MY Tph2 Glut-Sero,H3K4me1,MaleA,179,965816,5395.62
033 NP SUB Glut,H3K9me3,MaleA,180,1143277,6351.539
102 DMH-LHA Gsx1 Gaba,H3K4me1,MaleA,180,719060,3994.7778
216 MB-MY Tph2 Glut-Sero,H3K9me3,MaleA,181,1258355,6952.238
102 DMH-LHA Gsx1 Gaba,H3K27me3,MaleB,181,662720,3661.4365
076 MEA-BST Lhx6 Nfib Gaba,H3K27ac,MaleA,182,434586,2387.8352
127 DMH-LHA Vgll2 Glut,H3K27me3,MaleA,182,938390,5155.989
133 PVH-SO-PVa Otp Glut,H3K27me3,FemaleB,182,440106,2418.1648
134 PH-ant-LHA Otp Bsx Glut,H3K9me3,FemaleB,182,902402,4958.253
126 ARH-PVp Tbx3 Glut,H3K9me3,MaleA,183,1694632,9260.284
031 CT SUB Glut,H3K9me3,MaleB,183,1224165,6689.4263
076 MEA-BST Lhx6 Nfib Gaba,H3K27me3,MaleB,183,803872,4392.743
051 Pvalb chandelier Gaba,H3K27ac,MaleB,183,461280,2520.6558
099 SBPV-PVa Six6 Satb2 Gaba,H3K9me3,FemaleA,183,436384,2384.612
097 PVHd-SBPV Six3 Prox1 Gaba,H3K9me3,FemaleA,184,487681,2650.4402
033 NP SUB Glut,H3K27me3,FemaleB,184,453206,2463.0762
032 L5 NP CTX Glut,H3K27ac,MaleB,185,317529,1716.3729
033 NP SUB Glut,H3K27ac,FemaleA,185,1421364,7683.049
131 LHA-AHN-PVH Otp Trh Glut,H3K4me1,FemaleB,185,967441,5229.4106
196 PAG-PPN Pax5 Sox21 Gaba,H3K27me3,MaleB,185,955044,5162.4
093 RT-ZI Gnb3 Gaba,H3K9me3,MaleB,186,986239,5302.3604
005 L5 IT CTX Glut,H3K4me1,FemaleB,186,899887,4838.102
199 PAG-MRN-RN Foxa2 Gaba,H3K9me3,FemaleB,186,2051673,11030.5
087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,H3K4me1,FemaleA,186,437149,2350.2634
002 IT EP-CLA Glut,H3K9me3,MaleB,186,1474012,7924.796
133 PVH-SO-PVa Otp Glut,H3K27ac,FemaleA,187,1043505,5580.2407
152 RE-Xi Nox4 Glut,H3K27ac,MaleB,187,767927,4106.5615
081 ACB-BST-FS D1 Gaba,H3K27me3,MaleA,187,1210233,6471.834
011 L2 IT ENT-po Glut,H3K27ac,FemaleB,187,881254,4712.5884
117 LHA Barhl2 Glut,H3K27me3,MaleB,187,882294,4718.15
087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,H3K4me1,MaleB,187,783927,4192.123
051 Pvalb chandelier Gaba,H3K27ac,FemaleA,188,877839,4669.3564
060 OT D3 Folh1 Gaba,H3K27ac,MaleB,189,418603,2214.8306
015 ENTmv-PA-COAp Glut,H3K4me1,FemaleB,190,838368,4412.4634
085 SI-MPO-LPO Lhx8 Gaba,H3K27ac,MaleA,190,431575,2271.4473
098 AHN-SBPV-PVHd Pdrm12 Gaba,H3K27me3,FemaleB,190,382812,2014.8
057 NDB-SI-MA-STRv Lhx8 Gaba,H3K27ac,MaleA,190,554483,2918.3315
098 AHN-SBPV-PVHd Pdrm12 Gaba,H3K27ac,FemaleA,190,961275,5059.3423
058 PAL-STR Gaba-Chol,H3K9me3,MaleA,191,1543738,8082.398
055 STR Lhx8 Gaba,H3K27ac,MaleA,191,487754,2553.6858
093 RT-ZI Gnb3 Gaba,H3K4me1,MaleA,191,1012543,5301.2725
025 CA2-FC-IG Glut,H3K27me3,FemaleB,191,610596,3196.8376
051 Pvalb chandelier Gaba,H3K27ac,MaleA,191,636276,3331.2878
081 ACB-BST-FS D1 Gaba,H3K4me1,FemaleB,191,1313968,6879.4136
134 PH-ant-LHA Otp Bsx Glut,H3K27me3,FemaleA,191,843506,4416.2617
015 ENTmv-PA-COAp Glut,H3K4me1,MaleB,192,1254976,6536.3335
051 Pvalb chandelier Gaba,H3K4me1,MaleB,192,1387422,7226.1562
074 MEA-BST Lhx6 Sp9 Gaba,H3K27me3,FemaleB,193,1576939,8170.6685
152 RE-Xi Nox4 Glut,H3K9me3,FemaleA,194,813691,4194.2837
103 PVHd-DMH Lhx6 Gaba,H3K4me1,FemaleA,194,420675,2168.4277
079 CEA-BST Six3 Cyp26b1 Gaba,H3K4me1,MaleA,195,1273538,6530.964
132 AHN-RCH-LHA Otp Fezf1 Glut,H3K27me3,FemaleB,196,447046,2280.847
202 PRT Tcf7l2 Gaba,H3K27me3,FemaleB,196,682723,3483.2805
090 BST-MPN Six3 Nrgn Gaba,H3K27ac,MaleA,197,439680,2231.8782
093 RT-ZI Gnb3 Gaba,H3K27me3,FemaleA,197,701664,3561.746
015 ENTmv-PA-COAp Glut,H3K9me3,FemaleB,197,1336105,6782.259
015 ENTmv-PA-COAp Glut,H3K9me3,MaleB,197,1368308,6945.726
097 PVHd-SBPV Six3 Prox1 Gaba,H3K4me1,FemaleB,197,927520,4708.223
032 L5 NP CTX Glut,H3K27ac,FemaleA,198,633161,3197.7827
036 HPF CR Glut,H3K27me3,MaleB,199,394086,1980.3317
073 MEA-BST Sox6 Gaba,H3K27ac,MaleB,199,573507,2881.9448
020 L2/3 IT RSP Glut,H3K27ac,FemaleA,199,421234,2116.7537
074 MEA-BST Lhx6 Sp9 Gaba,H3K4me1,FemaleB,199,971118,4879.9897
056 Sst Chodl Gaba,H3K4me1,MaleA,200,1208177,6040.885
197 SNr Six3 Gaba,H3K27me3,FemaleB,200,1006326,5031.63
087 MPN-MPO-LPO Lhx6 Zfhx3 Gaba,H3K9me3,MaleB,200,1511549,7557.745
090 BST-MPN Six3 Nrgn Gaba,H3K4me1,MaleA,201,1042698,5187.5522
050 Lamp5 Lhx6 Gaba,H3K27me3,FemaleB,201,563295,2802.4626
026 NLOT Rho Glut,H3K27me3,MaleB,201,1756409,8738.354
102 DMH-LHA Gsx1 Gaba,H3K9me3,FemaleB,201,792398,3942.2786
090 BST-MPN Six3 Nrgn Gaba,H3K9me3,FemaleA,201,568093,2826.3333
007 L2/3 IT CTX Glut,H3K9me3,FemaleB,201,872527,4340.93
085 SI-MPO-LPO Lhx8 Gaba,H3K4me1,MaleA,202,1105581,5473.1733
134 PH-ant-LHA Otp Bsx Glut,H3K27me3,MaleB,202,940562,4656.2476
117 LHA Barhl2 Glut,H3K27me3,FemaleA,202,811502,4017.3367
097 PVHd-SBPV Six3 Prox1 Gaba,H3K9me3,FemaleB,202,828264,4100.317
003 L5/6 IT TPE-ENT Glut,H3K27ac,FemaleB,203,593313,2922.724
104 TU-ARH Otp Six6 Gaba,H3K27me3,FemaleB,203,361349,1780.0443
102 DMH-LHA Gsx1 Gaba,H3K27ac,MaleA,205,412815,2013.7317
089 PVR Six3 Sox3 Gaba,H3K9me3,FemaleB,206,928513,4507.3447
002 IT EP-CLA Glut,H3K27me3,MaleA,207,1093561,5282.9033
031 CT SUB Glut,H3K9me3,MaleA,207,1157068,5589.7007
126 ARH-PVp Tbx3 Glut,H3K27ac,FemaleA,208,1087768,5229.654
104 TU-ARH Otp Six6 Gaba,H3K27ac,MaleB,208,508053,2442.5625
099 SBPV-PVa Six6 Satb2 Gaba,H3K27me3,MaleA,208,746942,3591.0674
081 ACB-BST-FS D1 Gaba,H3K4me1,FemaleA,208,1276604,6137.519
005 L5 IT CTX Glut,H3K9me3,MaleB,208,683259,3284.899
022 L5 ET CTX Glut,H3K4me1,MaleB,209,718507,3437.8325
055 STR Lhx8 Gaba,H3K9me3,FemaleB,209,1208243,5781.067
104 TU-ARH Otp Six6 Gaba,H3K27ac,FemaleA,209,1126178,5388.4116
159 IF-RL-CLI-PAG Foxa1 Glut,H3K27ac,FemaleB,209,1207386,5776.9663
051 Pvalb chandelier Gaba,H3K4me1,FemaleB,209,1099212,5259.3877
015 ENTmv-PA-COAp Glut,H3K27ac,MaleB,209,510286,2441.5598
055 STR Lhx8 Gaba,H3K4me1,FemaleB,209,998760,4778.756
199 PAG-MRN-RN Foxa2 Gaba,H3K4me1,FemaleB,209,863334,4130.7847
064 STR-PAL Chst9 Gaba,H3K27ac,FemaleB,210,796856,3794.5525
058 PAL-STR Gaba-Chol,H3K27ac,MaleA,210,688472,3278.438
127 DMH-LHA Vgll2 Glut,H3K4me1,MaleB,210,780135,3714.9285
133 PVH-SO-PVa Otp Glut,H3K27ac,MaleB,210,576698,2746.181
058 PAL-STR Gaba-Chol,H3K9me3,FemaleB,212,1375347,6487.486
119 SI-MA-LPO-LHA Skor1 Glut,H3K27ac,MaleA,213,592979,2783.939
134 PH-ant-LHA Otp Bsx Glut,H3K4me1,MaleA,213,1072624,5035.7935
093 RT-ZI Gnb3 Gaba,H3K4me1,MaleB,214,918249,4290.8833
075 MEA-BST Lhx6 Nr2e1 Gaba,H3K27me3,FemaleA,214,525595,2456.0515
126 ARH-PVp Tbx3 Glut,H3K27me3,FemaleB,214,427642,1998.3271
128 VMH Fezf1 Glut,H3K9me3,MaleB,215,1594956,7418.4
200 PAG-ND-PCG Onecut1 Gaba,H3K27ac,FemaleA,215,470763,2189.5955
103 PVHd-DMH Lhx6 Gaba,H3K27me3,MaleA,215,954285,4438.5347
039 OB Meis2 Thsd7b Gaba,H3K27ac,MaleB,215,325595,1514.3954
036 HPF CR Glut,H3K27me3,MaleA,215,414574,1928.2512
057 NDB-SI-MA-STRv Lhx8 Gaba,H3K4me1,FemaleB,215,1279551,5951.4
020 L2/3 IT RSP Glut,H3K9me3,MaleB,216,630259,2917.8657
131 LHA-AHN-PVH Otp Trh Glut,H3K9me3,FemaleB,216,1002057,4639.153
031 CT SUB Glut,H3K4me1,FemaleB,218,876970,4022.798
005 L5 IT CTX Glut,H3K4me1,FemaleA,218,1178887,5407.739
022 L5 ET CTX Glut,H3K9me3,FemaleA,218,1053592,4832.9907
002 IT EP-CLA Glut,H3K9me3,MaleA,218,1335028,6123.9814
132 AHN-RCH-LHA Otp Fezf1 Glut,H3K27ac,FemaleA,218,1270949,5830.0415
090 BST-MPN Six3 Nrgn Gaba,H3K4me1,FemaleB,218,1154521,5295.968
199 PAG-MRN-RN Foxa2 Gaba,H3K27me3,FemaleA,219,1006100,4594.064
093 RT-ZI Gnb3 Gaba,H3K27ac,MaleA,220,488630,2221.0454
119 SI-MA-LPO-LHA Skor1 Glut,H3K9me3,FemaleB,221,1276425,5775.6787
058 PAL-STR Gaba-Chol,H3K27me3,MaleB,223,1159138,5197.928
029 L6b CTX Glut,H3K27me3,FemaleA,223,641138,2875.0583
125 DMH Hmx2 Glut,H3K4me1,MaleB,223,785556,3522.6726
125 DMH Hmx2 Glut,H3K9me3,MaleB,224,1317889,5883.433
047 Sncg Gaba,H3K27me3,FemaleB,225,1235544,5491.3066
038 DG-PIR Ex IMN,H3K27ac,FemaleB,225,569626,2531.6711
090 BST-MPN Six3 Nrgn Gaba,H3K27me3,FemaleA,225,783771,3483.4268
036 HPF CR Glut,H3K27me3,FemaleA,225,457247,2032.2089
134 PH-ant-LHA Otp Bsx Glut,H3K27ac,MaleA,225,476872,2119.4312
060 OT D3 Folh1 Gaba,H3K4me1,FemaleA,226,1004489,4444.6416
128 VMH Fezf1 Glut,H3K4me1,FemaleA,227,584383,2574.3745
034 NP PPP Glut,H3K27me3,FemaleA,228,497310,2181.1843
026 NLOT Rho Glut,H3K27me3,FemaleA,228,696842,3056.3245
127 DMH-LHA Vgll2 Glut,H3K9me3,MaleB,229,1654428,7224.5767
094 SCH Six6 Cdc14a Gaba,H3K4me1,FemaleB,229,1158297,5058.0654
103 PVHd-DMH Lhx6 Gaba,H3K4me1,MaleB,229,836369,3652.2664
156 MB-ant-ve Dmrta2 Glut,H3K27ac,FemaleB,230,586393,2549.5347
057 NDB-SI-MA-STRv Lhx8 Gaba,H3K27me3,MaleB,230,1285791,5590.3955
103 PVHd-DMH Lhx6 Gaba,H3K9me3,MaleB,230,1395190,6066.0435
090 BST-MPN Six3 Nrgn Gaba,H3K9me3,FemaleB,230,936563,4072.013
094 SCH Six6 Cdc14a Gaba,H3K9me3,FemaleA,231,601218,2602.6753
152 RE-Xi Nox4 Glut,H3K9me3,FemaleB,232,1179280,5083.1035
099 SBPV-PVa Six6 Satb2 Gaba,H3K9me3,MaleB,232,1314103,5664.2373
036 HPF CR Glut,H3K4me1,MaleB,233,974031,4180.3906
056 Sst Chodl Gaba,H3K9me3,MaleA,234,1583768,6768.2393
033 NP SUB Glut,H3K9me3,FemaleB,234,1208605,5164.9785
139 PH-LHA Foxb1 Glut,H3K27ac,FemaleB,235,1058898,4505.9487
039 OB Meis2 Thsd7b Gaba,H3K4me1,MaleB,235,1087108,4625.9917
033 NP SUB Glut,H3K4me1,MaleA,235,1527904,6501.719
114 COAa-PAA-MEA Barhl2 Glut,H3K27ac,MaleB,235,621467,2644.5405
058 PAL-STR Gaba-Chol,H3K4me1,FemaleB,236,1597252,6768.017
060 OT D3 Folh1 Gaba,H3K27me3,MaleB,236,1614972,6843.1016
131 LHA-AHN-PVH Otp Trh Glut,H3K27me3,MaleB,236,987931,4186.1484
074 MEA-BST Lhx6 Sp9 Gaba,H3K27me3,MaleB,237,1221494,5153.983
023 SUB-ProS Glut,H3K27me3,FemaleB,237,749380,3161.941
033 NP SUB Glut,H3K4me1,FemaleB,237,1152580,4863.2065
133 PVH-SO-PVa Otp Glut,H3K9me3,FemaleA,238,687742,2889.6724
089 PVR Six3 Sox3 Gaba,H3K9me3,FemaleA,238,925348,3888.0168
099 SBPV-PVa Six6 Satb2 Gaba,H3K9me3,FemaleB,239,889694,3722.569
126 ARH-PVp Tbx3 Glut,H3K9me3,FemaleA,239,690533,2889.2595
094 SCH Six6 Cdc14a Gaba,H3K9me3,FemaleB,239,890983,3727.9624
026 NLOT Rho Glut,H3K4me1,FemaleA,240,1571855,6549.396
006 L4/5 IT CTX Glut,H3K9me3,FemaleB,241,1196543,4964.9087
119 SI-MA-LPO-LHA Skor1 Glut,H3K27me3,MaleB,241,1265620,5251.535
015 ENTmv-PA-COAp Glut,H3K27me3,MaleB,242,786439,3249.748
101 ZI Pax6 Gaba,H3K27ac,FemaleA,242,1292131,5339.3843
097 PVHd-SBPV Six3 Prox1 Gaba,H3K27ac,MaleA,245,486207,1984.5183
073 MEA-BST Sox6 Gaba,H3K4me1,MaleA,245,1726202,7045.7227
075 MEA-BST Lhx6 Nr2e1 Gaba,H3K9me3,MaleB,245,1537208,6274.3184
028 L6b/CT ENT Glut,H3K27ac,FemaleB,246,672432,2733.4634
082 CEA-BST Ebf1 Pdyn Gaba,H3K27ac,MaleA,246,792628,3222.065
033 NP SUB Glut,H3K27me3,MaleB,247,913401,3697.9797
082 CEA-BST Ebf1 Pdyn Gaba,H3K4me1,FemaleB,247,1245439,5042.263
093 RT-ZI Gnb3 Gaba,H3K27me3,MaleA,248,1085604,4377.4355
117 LHA Barhl2 Glut,H3K27ac,MaleA,248,557525,2248.0847
081 ACB-BST-FS D1 Gaba,H3K4me1,MaleB,248,1269310,5118.1855
107 DMH Hmx2 Gaba,H3K9me3,MaleA,249,2772741,11135.506
051 Pvalb chandelier Gaba,H3K9me3,MaleB,249,1596097,6410.0283
012 MEA Slc17a7 Glut,H3K27me3,MaleA,249,1506870,6051.6865
036 HPF CR Glut,H3K9me3,MaleB,250,782613,3130.452
029 L6b CTX Glut,H3K27me3,MaleB,250,715542,2862.168
075 MEA-BST Lhx6 Nr2e1 Gaba,H3K4me1,FemaleA,251,996267,3969.1912
100 AHN Onecut3 Gaba,H3K27me3,MaleA,251,1016286,4048.9482
099 SBPV-PVa Six6 Satb2 Gaba,H3K27me3,FemaleA,252,869937,3452.1309
104 TU-ARH Otp Six6 Gaba,H3K9me3,FemaleA,252,712298,2826.5793
094 SCH Six6 Cdc14a Gaba,H3K27me3,MaleB,252,953811,3784.9644
132 AHN-RCH-LHA Otp Fezf1 Glut,H3K27ac,MaleB,253,669171,2644.9446
076 MEA-BST Lhx6 Nfib Gaba,H3K9me3,FemaleA,253,950757,3757.9329
128 VMH Fezf1 Glut,H3K4me1,MaleB,253,1223713,4836.81
106 PVpo-VMPO-MPN Hmx2 Gaba,H3K27ac,MaleB,253,659667,2607.3794
020 L2/3 IT RSP Glut,H3K9me3,MaleA,254,707854,2786.8267
132 AHN-RCH-LHA Otp Fezf1 Glut,H3K9me3,FemaleA,254,759751,2991.1458
152 RE-Xi Nox4 Glut,H3K4me1,FemaleB,255,1547353,6068.051
117 LHA Barhl2 Glut,H3K4me1,MaleA,256,1592472,6220.5938
082 CEA-BST Ebf1 Pdyn Gaba,H3K9me3,FemaleB,256,1463633,5717.3164
075 MEA-BST Lhx6 Nr2e1 Gaba,H3K9me3,FemaleA,256,1063288,4153.4688
076 MEA-BST Lhx6 Nfib Gaba,H3K27me3,MaleA,257,1164407,4530.7666
075 MEA-BST Lhx6 Nr2e1 Gaba,H3K4me1,MaleB,257,1679633,6535.537
081 ACB-BST-FS D1 Gaba,H3K9me3,FemaleA,258,1569668,6083.9844
098 AHN-SBPV-PVHd Pdrm12 Gaba,H3K9me3,FemaleA,260,699339,2689.7654
126 ARH-PVp Tbx3 Glut,H3K27ac,MaleB,261,685331,2625.7893
054 STR Prox1 Lhx6 Gaba,H3K27ac,MaleB,262,690806,2636.664
214 IPN Otp Crisp1 Gaba,H3K4me1,FemaleB,262,1272717,4857.698
102 DMH-LHA Gsx1 Gaba,H3K27me3,MaleA,262,1083922,4137.107
051 Pvalb chandelier Gaba,H3K9me3,FemaleA,262,1170115,4466.088
131 LHA-AHN-PVH Otp Trh Glut,H3K4me1,MaleA,263,1309827,4980.3306
085 SI-MPO-LPO Lhx8 Gaba,H3K27me3,MaleA,263,1269237,4825.996
129 VMH Nr5a1 Glut,H3K9me3,MaleA,263,2304644,8762.905
075 MEA-BST Lhx6 Nr2e1 Gaba,H3K9me3,MaleA,264,1434457,5433.5493
101 ZI Pax6 Gaba,H3K27me3,FemaleB,264,635361,2406.6704
026 NLOT Rho Glut,H3K9me3,FemaleA,264,1742066,6598.735
114 COAa-PAA-MEA Barhl2 Glut,H3K9me3,FemaleB,264,1470007,5568.2085
020 L2/3 IT RSP Glut,H3K27ac,MaleA,264,613724,2324.7122
058 PAL-STR Gaba-Chol,H3K27ac,FemaleA,265,1295913,4890.238
120 MEA Otp Foxp2 Glut,H3K27ac,MaleB,266,1544365,5805.8833
